,tokenized_column
76,"['@', 'FurlongMick', 'It', '’', 's', 'a', 'massive', 'medical', 'fraud', 'New', 'so', 'called', 'variant', 'Omicron', 'is', 'the', 'return', 'of', 'the', 'annual', 'seasonal', 'flu', 'nothing', 'else', 'New', 'Documentary', 'on', 'The', 'PCR', 'Test', 'Deception', 'is', 'Banned', 'on', 'YouTube', '-', 'Share', 'this', 'Film', 'with', 'Skeptics', 'https', ':', '//t.co/YaK7zc9Gye']"
77,"['@', 'Falletremkj', '@', 'randolfeap', 'Significa', 'que', 'quem', 'está', 'imunizado', 'com', 'as', '2', 'doses', 'da', 'vacina', 'pode', 'transmitir', 'a', 'nova', 'variante', 'Ômicron', '?']"
78,"['@', 'wildranger69', '@', 'nzherald', 'I', ""'m"", 'sorry', 'sir', ',', 'this', 'is', 'never', 'easy', 'to', 'tell', 'people', 'but', 'as', 'your', 'doctor', 'I', 'must', 'inform', 'you', 'that', 'Omicron', 'has', 'a', '100', '%', 'survivability', 'rate', '.', 'I', 'suggest', 'you', 'get', 'your', 'affairs', 'in', 'order', '.', 'My', 'condolences', '.']"
79,"['@', 'wbz', 'They', 'can', 'test', 'for', 'Omicron', 'now', '?', '?', '?']"
80,"['@', 'danielbsmith', '@', 'CAROPORCUPINE', '@', 'ewanbirney', 'Sorry', ',', 'was', ""n't"", 'clear', '.', 'I', 'mean', 'if', 'you', 'were', 'infected', 'in', 'previous', 'waves', ',', 'get', 'one', 'dose', 'to', 'be', 'ready', 'for', 'omicron', '.']"
81,"['Good', 'Morning', 'All', ':', 'Last', 'week', 'of', 'term', '.', 'Flying', 'to', 'UK', 'on', 'Friday', '.', 'I', ""'m"", 'bricking', 'it', '-', 'all', 'the', 'bureaucracy', 'and', 'omicron', 'particles', '.', 'Oh', 'Well', '.', 'Be', 'kind', '-', 'watch', ',', 'like', ',', 'subscribe', ',', 'retweet', '....', 'have', 'a', 'great', 'day', '.', 'https', ':', '//t.co/HIgmJHhUig']"
82,"['@', 'SueBoyde', '@', 'DrBloodLetter', '@', 'rnz_news', 'OK', ',', 'so', 'S', 'Africans', 'are', 'biologically', 'different', 'than', 'the', 'rest', 'of', 'us', 'humans', '?', 'Note', ',', 'omicron', 'has', ""n't"", 'killed', 'anyone', 'anywhere', 'else', 'either']"
83,"['Omicron', 'varyatı', 'Türkiye', '’', 'de', '6', 'kişide', 'tespit', 'edilmiş', 'şaşırdık', 'mı', '?', 'Hostes', 'bir', 'arkadaş', 've', 'uçak', 'teknisyeni', 'eşi', 'Güney', 'Afrika', 'da', 'tatildelerdi', 'Omicron', 'patladı', 'TR', 'ye', 'döndüler', 'apar', 'topar', 'bilin', 'bakalım', 'ne', 'oldu', 'karantinaya', 'gerek', 'yok', 'iki', 'aşılısınız', 'dediler', '!']"
84,"['MOH', 'omitted', 'one', 'of', 'our', 'most', 'vulnerable', 'groups', 'from', 'covid19', 'booster', 'shot', 'priority', 'list', '.', 'Adults', 'with', 'developmental', 'disabilities', 'were', 'on', 'the', 'highest', 'priority', 'list', 'in', 'phase', '2', '.', 'What', 'happened', '?', 'Why', 'are', 'they', 'being', 'abandoned', 'with', 'omicron', 'on', 'the', 'rise', '?', 'They', 'deserve', 'an', 'explanation', '!', '@', 'ONThealth', 'https', ':', '//t.co/MO1xxbBMn9']"
85,"['@', 'TylerDinucci', 'Cool', '!', 'I', '’', 'm', 'still', 'not', 'freaked', 'out', 'about', 'omicron', 'at', 'this', 'time', 'and', 'am', 'just', 'looking', 'forward', 'to', 'more', 'data', 'in', 'general', '¯\\_', '(', 'ツ', ')', '_/¯']"
86,"['Omicron', 'variant', 'detected', 'in', 'Altamonte', 'Springs', 'sewage', 'https', ':', '//t.co/uIAfZeKYVl']"
87,"['An', 'interest', 'rate', 'rise', 'in', 'Omicron', 'times', '?', 'It', 'could', 'just', 'happen', '|', 'Interest', 'rates', 'https', ':', '//t.co/60j2HPFTRH']"
88,"['New', 'York', 'Gov', '.', 'Hochul', 'Imposes', 'Indoor', 'Mask', 'Mandate', 'Amid', 'Omicron', 'Variant', 'today', '!', 'Extremely', 'mild', 'Omicron', 'variant', 'has', 'killed', 'precisely', 'ZERO', 'people', 'in', 'the', 'U.S.', ',', 'according', 'to', 'the', 'CDC', ""'s"", 'own', 'figures', '!', 'Why', 'is', 'she', 'so', 'power-hungry', 'to', 'control', 'the', 'people', 'in', 'NYC', '?', 'So', 'glad', 'I', 'no', 'longer', 'live', 'there', '.']"
89,"['What', 'exactly', 'is', 'the', '``', 'gotcha', ""''"", 'with', 'people', 'posting', 'that', 'the', 'omicron', 'variant', 'can', 'infect', 'vaxxed', '?', 'Like', 'what', 'is', 'this', 'proof', 'of', 'exactly', 'in', 'your', 'mind', '?']"
90,"['Mask', 'mandates', ',', 'vaccine', 'mandates', ',', 'vaccine', 'passports', ',', 'travel', 'ban', ',', 'lockdown,4th', 'dose', 'and', 'counting', 'looks', 'like', 'we', 'are', 'in', 'the', 'concentration', 'camps', '.', '#', 'VaccineMandate', '#', 'vaccine', '#', 'FreedomOfExpression', '#', 'Omicron', '#', 'NoVaccinePassportsAnywhere', '#', 'NoVaccinePassports', '#', 'COVID']"
91,"['Fairmont', 'Hotel', ':', 'St', 'Andrews', 'Take', 'That', 'tribute', 'night', 'linked', 'to', '‘', 'Omicron', '’', 'Covid', 'outbreak', 'https', ':', '//t.co/JkethPrCRg']"
92,"['First', 'NSW', 'Omicron', 'case', 'in', 'hospital', 'among', '10', 'new', 'infections', 'of', 'the', 'COVID-19', 'variant', 'https', ':', '//t.co/IzRVsbLrlp', 'via', '@', 'ABCaustralia']"
93,"['Covid', 'live', ':', '633', 'new', 'Omicron', 'cases', 'detected', 'in', 'UK', '–', 'as', 'it', 'happened', 'https', ':', '//t.co/jWnUFRXWaS']"
94,"['@', 'peter_demetris', '@', 'AstroSeaGoat', '@', 'kezia_noble', 'Omicron', 'came', 'from', 'the', 'Netherlands', '.', 'Africa', 'as', 'a', 'whole', 'is', 'one', 'of', 'the', 'places', 'w/lowest', 'infection', 'rate', 'on', 'earth', '.', 'They', '’', 've', 'sent', 'that', 'jab', 'bs', 'k', 'yo', 'the', 'manufacturers', '.', 'Keep', 'in', 'believing', 'the', 'state', 'fed', 'nonsense']"
95,"['``', 'Instead', 'of', 'applauding', '..', 'efforts', 'of', 'South', 'African', 'scientists', '..', 'EU', ',', 'USA', ',', 'UK', 'led', 'the', 'world', 'into', 'blanket', 'travel', 'bans', 'on', 'southern', 'African', 'countries', '..', 'travel', 'bans', 'targetted', 'other', 'southern', 'African', 'countries', 'that', 'had', 'yet', 'to', 'record', 'a', 'case', ""''"", 'https', ':', '//t.co/3mjMXbAqle', '#', 'Covid19', '#', 'Omicron', '#', 'racism']"
96,"['Good', 'Morning', 'All', ':', 'Last', 'week', 'of', 'term', '.', 'Flying', 'to', 'UK', 'on', 'Friday', '.', 'I', ""'m"", 'bricking', 'it', '-', 'all', 'the', 'bureaucracy', 'and', 'omicron', 'particles', '.', 'Oh', 'Well', '.', 'Be', 'kind', '-', 'watch', ',', 'like', ',', 'subscribe', ',', 'retweet', '....', 'have', 'a', 'great', 'day', '.', 'https', ':', '//t.co/KnVMPGBkDp']"
97,"['@', 'toptal', '@', 'ATT', 'D', 'Tedros', 'on', 'OMICRON', ':', 'Is', 'it', 'contagious', '?', 'Is', 'it', 'a', 'killer', '?', 'Does', 'vaccine', 'stop', 'it', '?', 'What', 'sym', 'does', 'it', 'show', '?', 'What', ""'s"", 'your', 'advise', '?', 'Answer', ':', 'Do', ""n't"", 'know', 'to', 'all.WHO', 'lead', 'by', 'D', 'Ted', ""'s"", 'chasing', 'Z', 'virus', 'from', 'behind', '.', 'We', 'need', 'scientists', 'researching', 'ahead', '&', 'amp', ';', 'tackling', 'virus', 'up', 'front', ',', 'No', 'politician', '.', '#', 'NoMore']"
98,"['2', 'of', '6', ':', '약하고', '약해져서', '극단적으로', '약하다', '질병의', '중증도가', '증가할때', ',', '델타와의', '차이가', '더욱', '두드러진다', '남아공은', '평균', 'IFR', '(', '감염치사율', ')', '0.5', '%', '와', '23만명의', '초과사망이', '나타날', '정도로', 'C-19에', '극히', '취약한', '곳이었음을', '상기하길', '#', 'Omicron', '의', 'IFR은', '0.053', '%', '으로', '평가된다', 'https', ':', '//t.co/ge6B5nPRWk']"
99,"['Soon', 'the', 'entire', 'world', 'will', 'be', 'close', 'contacts', 'of', 'someone', 'with', 'Omicron', '.', 'What', 'will', 'we', 'do', '?', 'Shut', 'down', 'society', 'in', 'it', '’', 's', 'entirety', '?', '#', 'FireKieranMoore', '#', 'clownworld', '#', 'onpoli', '#', 'ResignDougFord']"
100,"['OK', 'so', 'Omicron', '99', '%', 'of', 'the', 'time', 'globally', 'does', ""n't"", 'require', 'treatment', 'according', 'to', 'African/European', 'information', '.', 'If', 'we', 'have', '1', 'Omicron', 'sufferer', 'in', 'hospital', ',', 'please', 'advise', 'if', 'the', 'patent', 'had', 'co-morbidity', 'issues', ',', 'sick', 'of', 'the', 'alarmism', 'right', 'on', 'Xmas', '.', 'Factual', 'info', 'for', 'us', 'plebs', 'would', 'be', 'nice']"
101,"['@', 'WaakkoWarner', '😂', '¡Puff', '!', 'Que', 'mal', 'por', 'ti', ',', 'pero', 'lo', 'primero', 'que', 'llegó', 'a', 'mi', 'mente', 'fue', 'el', '¡OMICRON', '!', '¡Buenas', 'noches', '!', 'Saludos', '.']"
102,"['Omicron', 'variant', 'detected', 'in', 'Altamonte', 'Springs', 'sewage', '-', 'WESH', '2', 'Orlando', 'https', ':', '//t.co/dwuJlfchG7']"
103,"['Most', '#', 'Omicron', 'cases', 'identified', 'in', 'the', '#', 'UnitedStates', 'were', 'fully', '#', 'inoculated', '.', 'There', ""'s"", 'more', 'to', 'it', ':', '1/3', 'of', 'them', 'had', 'received', 'a', '#', 'booster', 'dose', 'too', '!', 'These', 'facts', 'come', 'from', 'the', '#', 'CDC', '!', 'And', 'this', 'info', 'is', 'Only', 'about', 'those', 'surveyed', ';', 'Many', 'more', 'may', 'become', 'a', 'part', 'of', 'the', 'Factbook', '.', '#', 'COVID', '#', 'Vaccine']"
104,"['Ilmuwan', 'Inggris', 'Desak', 'Pembatasan', 'Skala', 'Besar', 'untuk', 'Melawan', 'Gelombang', 'Varian', 'Baru', 'Omicron', 'https', ':', '//t.co/MpJcWWVPD7']"
105,"['England', 'Deaths', 'Estimated', 'at', '75000', 'This', 'Winter', 'on', 'Omicron', ':', 'Study', '-', 'Bloomberg', 'https', ':', '//t.co/pVaMvfI2bs']"
106,"['@', 'DrHugoStrangeMD', 'Deje', 'que', 'se', 'llenen', 'de', 'Omicron', 'dr.', 'después', 'son', 'los', 'videos', 'de', '``', 'Cuidense', ',', 'miren', 'lo', 'que', 'pasó', 'conmigo', ""''""]"
107,"['ఇంటికి', 'వెళ్లాలా', '..', 'వద్దా', '..', '?', '#', 'TSNews', '#', 'TeluguNews', '#', 'Omicron', '#', 'southafrica', '#', '12122021', 'https', ':', '//t.co/SXhE0Ouoqt']"
108,"['😓', 'Omicron', 'podría', 'convertirse', 'en', 'dominante', 'en', 'algunos', 'países', 'europeos', 'la', 'próxima', 'semana', ',', 'predicen', 'los', 'funcionarios', '.']"
109,"['@', 'roguetradar', '@', 'hewi72', '@', 'dead_dont_die', 'You', 'mean', 'being', 'stupid', 'and', 'get', 'a', 'Death', 'Vax', 'is', 'Bravery', '?', 'It', 'takes', 'bravery', 'to', 'point', 'out', 'what', 'it', 'is', '💉🤮☠️', '.', 'Omicron', 'is', 'coming', 'and', 'now', 'your', 'so', 'stupid', 'you', ""'ll"", 'take', 'the', 'booster', 'shot', 'further', 'reducing', 'your', 'immunity', 'to', 'everything', '!', 'I', ""'m"", 'brave', 'enough', 'to', 'not', 'be', 'scared', 'by', 'govt', 'overreach', '.', 'https', ':', '//t.co/prJ2tlJ2eq']"
110,"['@', 'bdstans', 'If', 'you', ""'re"", 'in', 'the', 'US', ',', 'you', ""'re"", 'going', 'to', 'be', 'exposed', 'to', 'omicron', 'in', 'the', 'next', 'few', 'weeks']"
111,"['They', 'had', 'a', ""'good"", 'feeling', ""'"", 'abt', 'Jan', '10', ',', 'then', '#', 'omicron', 'interjected', '.', 'Cos', 'say', ""'we"", ""'ll"", 'get', 'back', 'to', 'you', ""'"", 're', 'returning', 'to', 'work', '.', '#', 'realestate', '#', 'CRE', '#', 'coronavirus', 'https', ':', '//t.co/jZmqP6BTkV']"
112,"['@', 'ScottishSun', 'In', 'fairness', ',', 'this', 'guy', 'predicted', 'Omicron', 'wave', 'would', 'peak', 'in', 'South', 'Africa', 'next', 'week', 'and', 'now', 'says', 'it', 'has', 'happened', 'few', 'days', 'earlier', 'than', 'his', 'model', 'anticipated', '.', 'He', 'may', 'be', 'proved', 'correct', '.', 'Hope', 'he', 'is', '.', 'We', 'shall', 'see…']"
113,"['@', 'GreatMcNate', '@', 'Anton_P_Nym', '@', 'OHenryH1', '@', 'HNTurtledove', 'To', 'be', 'fair', ',', 'I', 'perhaps', 'worded', 'it', 'improperly', '.', 'SA', 'identified', 'the', 'Omicron', 'variant', ',', 'and', 'even', 'showed', 'it', 'effectively', 'avoids', 'antibodies', '.', 'Our', 'answer', 'is', 'more', 'vaccines', ',', 'but', 'it', ""'s"", 'not', 'the', 'only', 'answer', '.', 'And', 'no', ',', 'I', ""'m"", 'not', 'talking', 'about', 'Ivermectin', 'or', 'Listerine', '.']"
114,"['@', 'AdamJSchwarz', 'How', 'many', 'people', 'has', 'omicron', 'killed', 'so', 'far', '?']"
115,"['Good', 'Morning', 'All', ':', 'Last', 'week', 'of', 'term', '.', 'Flying', 'to', 'UK', 'on', 'Friday', '.', 'I', ""'m"", 'bricking', 'it', '-', 'all', 'the', 'bureaucracy', 'and', 'omicron', 'particles', '.', 'Oh', 'Well', '.', 'Be', 'kind', '-', 'watch', ',', 'like', ',', 'subscribe', ',', 'retweet', '....', 'have', 'a', 'great', 'day', '.', 'https', ':', '//t.co/BtvkQYdZjU']"
116,"['@', 'GBNEWS', 'And', 'therefore', 'get', 'the', '3rd', 'jab', 'because', 'despite', 'that', 'Omicron', 'evades', 'the', 'vaxx', 'protection', 'it', 'will', 'bring', 'robust', 'immunity', 'against', 'Omicron…']"
117,"['@', 'Jitendra_stock', 'Doctors', 'are', 'saying', 'Omicron', 'is', 'mild', '&', 'amp', ';', 'nothing', 'to', 'panic', 'over', 'it', ',', 'Politicians', 'are', 'overreacting', '.', 'Reason', 'is', 'obvious']"
118,"['Medical', 'researchers', 'are', 'exploring', 'several', 'theories', 'about', 'the', 'origins', 'of', 'the', 'Omicron', 'variant', 'of', 'COVID-19', '.', '@', 'felicejfreyer', 'reports', 'https', ':', '//t.co/dDVOU64Hu4', 'via', '@', 'BostonGlobe']"
119,"['Co', ':', 'Although', 'early', 'indications', 'about', 'the', 'strength', 'of', 'the', 'Omicron', 'variant', 'show', 'mild', 'symptoms', ',', 'we', 'should', 'not', 'be', 'complacent', 'or', 'let', 'our', 'guard', 'down', '.', '@', 'cnnphilippines', '@', 'XaveGregorio']"
120,"['@', 'biobio', 'El', 'trajo', 'la', 'variante', 'Omicron', 'a', 'Chile', ',', 'tiene', 'el', 'mismo', 'pase', 'de', 'movilidad', ',', 'o', 'si', 'lo', 'prefieren', 'su', 'esquema', 'de', 'vacunación', 'completo', '.']"
121,"['BREAKING', ':', 'UK', 'Gov', '.', 'Releases', 'detailed', 'document', 'on', 'effects', 'Omicron', 'is', 'having', 'on', 'those', 'contagious', 'and', 'the', 'necessity', 'to', 'bring', 'in', 'vaccine', 'passports', '.', 'https', ':', '//t.co/A2cZZFuYUx']"
122,"['South', 'African', 'medics', 'say', 'Omicron', 'coronavirus', 'variant', 'seems', 'milder', ':', 'https', ':', '//t.co/wIs1xj6DtO']"
123,"['@', 'tryin2stayfree', '@', 'kimber_1959', '@', 'celliottability', '@', 'fordnation', '@', 'BogochIsaac', ',', 'Toronto', 'TV', '‘', 'expert', '’', 'reporting', 'the', 'big', 'bad', 'Omicron', 'variant', 'will', 'hit', 'thousands', '.', 'No', 'flu', 'or', '‘', 'colds', '’', 'winter', 'of', '2021', '.']"
124,"['Ómicron', ':', '¿Qué', 'tan', 'peligrosa', 'es', 'la', 'nueva', 'variante', 'de', 'covid', '?', 'https', ':', '//t.co/Mrt7K5PRAc']"
125,"['@', 'antonioguterres', 'D', 'Tedros', 'on', 'OMICRON', ':', 'Is', 'it', 'contagious', '?', 'Is', 'it', 'a', 'killer', '?', 'Does', 'vaccine', 'stop', 'it', '?', 'What', 'sym', 'does', 'it', 'show', '?', 'What', ""'s"", 'your', 'advise', '?', 'Answer', ':', 'Do', ""n't"", 'know', 'to', 'all.WHO', 'lead', 'by', 'D', 'Ted', ""'s"", 'chasing', 'Z', 'virus', 'from', 'behind', '.', 'We', 'need', 'scientists', 'researching', 'ahead', '&', 'amp', ';', 'tackling', 'virus', 'up', 'front', ',', 'No', 'politician', '.', '#', 'NoMore']"
126,"['@', 'piersmorgan', 'Only', 'the', 'vaccinated', 'are', 'testing', 'positive', 'for', 'Omicron', '...', 'Which', 'means', 'not', 'only', 'do', 'the', 'shots', 'not', 'work', ',', 'but', 'they', 'appear', 'to', 'be', 'the', 'root', 'cause', 'of', 'variants', '.']"
127,"['@', 'BenK78457034', '@', 'RonOBrien17', '@', 'BritNigel', '@', 'JamesAl84982849', '@', 'kallmemeg', '@', 'alexselby1770', '@', 'erikmvolz', 'Says', 'the', 'person', 'assuming', 'Omicron', 'infection', 'could', 'end', 'the', 'pandemic', 'when', '70/80', '%', 'delta', 'infection', 'did', ""n't"", 'stop', 'it', 'in', 'South', 'Africa', '.']"
128,"['Aviso', 'publico', ',', 'recordatorio', 'para', 'progres', 'y', 'liberales', '..', 'la', 'variante', 'Omicron', 'no', 'a', 'matado', 'a', 'ninguna', 'persona', '.', 'Saludos']"
129,"['@', 'luis88508369', '@', 'JuniorClubSA', 'No', 'va', 'ir', 'nadie', 'hay', 'que', 'cuidarse', 'de', 'la', 'Omicron']"
130,"['@', 'Quicktake', 'Omicron', 'is', 'not', 'deadly', '.', 'There', 'is', 'not', 'one', 'single', 'death', 'around', 'the', 'entire', 'world', 'as', 'a', 'result', 'of', '#', 'OmicronVirus', '.', 'Not', 'one', '.', 'South', 'African', 'scientists', 'say', 'this', 'may', 'be', 'the', 'end', 'of', 'the', 'pandemic', '.', '#', 'pandemic']"
131,"['@', 'norsedog', '@', 'greg_travis', '@', 'pfizer', '@', 'US_FDA', '@', 'CDCgov', '@', 'POTUS', 'Cuba', 'has', 'a', 'vaccine', 'from', '2years', '?', 'Not', 'seen', 'anything', 'discussing', 'whether', 'it', 'would', 'be', 'effective', 'against', 'Omicron', 'variant', '@', 'fitterhappierAJ']"
132,"['Good', 'Morning', 'All', ':', 'Last', 'week', 'of', 'term', '.', 'Flying', 'to', 'UK', 'on', 'Friday', '.', 'I', ""'m"", 'bricking', 'it', '-', 'all', 'the', 'bureaucracy', 'and', 'omicron', 'particles', '.', 'Oh', 'Well', '.', 'Be', 'kind', '-', 'watch', ',', 'like', ',', 'subscribe', ',', 'retweet', '....', 'have', 'a', 'great', 'day', '.', 'https', ':', '//t.co/Vf1RCPsL1f']"
133,"['@', 'fkrklect', 'Claro', 'que', 'se', 'contagian', ',', 'acá', 'en', 'Japón', 'han', 'llegado', '4', 'personas', 'con', 'el', 'ómicron', 'los', 'han', 'detectado', 'en', 'el', 'aeropuerto', 'y', 'los', '4', 'estan', 'vacunados', ',', 'en', 'mi', 'ciudad', '42', 'personas', 'con', 'corona', 'virus', ',', 'los', '42', 'están', 'vacunados', 'con', 'moderna/pfizer', '.']"
134,"['MEU', 'APOIO', 'IRRESTRITO', 'AO', 'PRESIDENTE', 'JAIR', 'MESSIAS', 'BOLSONARO', 'NA', 'QUESTÃO', 'DA', 'EXIGÊNCIA', 'DO', 'CARTÃO', 'DE', 'VACINAS', 'PARA', 'ESTRANGEIROS', 'EM', 'PORTOS', 'E', 'AEROPORTOS', 'DO', 'BRASIL', ',', 'PQ', '?', '🇧🇷🤺', 'NÃO', 'HÁ', 'NADA', 'QUE', 'JUSTIFIQUE', 'ATITUDE', 'TÃO', 'ESTÚPIDA', 'NESTA', 'ALTURA', 'DA', 'PANDEMIA', '...', 'A', 'ÔMICRON', 'É', 'UMA', 'GRIPEZINHA', 'https', ':', '//t.co/BcH54Uphez']"
135,"['Omicron', 'rapidly', 'shifts', 'the', 'need', 'for', 'boosters', '.', 'New', 'data', 'shows', 'the', 'Omicron', 'variant', 'spreads', 'quickly', ',', 'but', 'boosters', 'provide', 'additional', 'protection', '.', '@', 'DrHugue', '@', 'Emil_LeeMD', '#', 'GetVaccinated', 'https', ':', '//t.co/QYFqIBDRe9']"
136,"['Omicron', 'is', 'proof', 'shown', 'by', 'Ist', '.', 'Min.speech', 'Scotland', 'faced', 'Tsunami', '(', 'disgraceful', 'word', 'to', 'use', 'seen', 'physical', 'damage', 'caused', 'by', 'waves', 'to', 'lives', '&', 'amp', ';', 'buildings', 'tsunami', 'occurs', ')', '.', 'Omicron', 'unknown', 'how', 'it', 'will', 'affect', 'health', 'said', 'it', 'cld', 'be', 'less', 'than', 'Delta', '&', 'amp', ';', 'less', 'in', 'hospitals', '.', 'Why', 'fast', 'restrictions', '?']"
137,"['Good', 'Morning', 'All', ':', 'Last', 'week', 'of', 'term', '.', 'Flying', 'to', 'UK', 'on', 'Friday', '.', 'I', ""'m"", 'bricking', 'it', '-', 'all', 'the', 'bureaucracy', 'and', 'omicron', 'particles', '.', 'Oh', 'Well', '.', 'Be', 'kind', '-', 'watch', ',', 'like', ',', 'subscribe', ',', 'retweet', '....', 'have', 'a', 'great', 'day', '.', 'https', ':', '//t.co/7vx83O2Ifw']"
138,"['Omicron', 'is', 'milder', 'but', '4x', 'more', 'infectious', '-', 'which', 'means', 'more', 'mutations', 'will', 'arise']"
139,"['We', 'know', 'that', 'Omicron', 'infection', 'spreads', 'very', 'fast', '.', 'So', ';', 'people', 'who', 'have', ""n't"", 'been', 'vaccinated', 'can', 'become', 'a', 'factor', 'in', 'the', 'spread', 'of', 'the', 'virus', '.', 'https', ':', '//t.co/4NsdfKoDoj', '#', 'COVID19dk', '#', 'CovidLong', '#', 'COVID19AB', '#', 'COVIDUK', '#', 'Covidioten', '#', 'covid19SA', '#', 'quotes', '#', 'quoteoftheday', '#', 'Quotidien', '#', 'quotestoliveby']"
140,"['@', 'MFWitches', 'Like', 'this', 'epidemiologist', 'is', 'highlighting', 'the', 'worrying', 'trends', '.', 'Many', 'more', 'young', 'kids', 'being', 'hospitalised', 'in', 'Africa', 'compared', 'to', 'Delta', '.', 'Pollies', 'are', 'telling', 'us', '#', 'omicron', 'is', 'mild', 'for', 'vaxxed', ',', 'but', 'our', 'kids', 'are', ""n't"", 'vaxxed', 'yet', 'either', '.', 'They', 'seem', 'intent', 'on', 'letting', 'it', 'rip', '.', '#', 'COVID19Aus', 'https', ':', '//t.co/JtFG82FsmP']"
141,"['@', 'johnwhitehead81', 'I', 'hope', 'so', 'too', '.', 'Unfortunately', ',', 'it', 'doesn', '’', 't', 'feel', 'like', 'there', 'is', 'any', 'end', 'in', 'sight', '.', 'Maybe', 'we', '’', 'll', 'get', 'lucky', 'and', 'omicron', 'will', 'be', 'more', 'transmissible', 'but', 'less', 'deadly', '.', 'Either', 'way', ',', 'I', 'hope', 'we', 'call', 'all', 'find', 'some', 'time', 'to', 'rest', 'and', 'recharge', 'over', 'the', 'holidays', '.', 'I', 'know', 'I', 'desperately', 'need', 'it', '!']"
142,"['Mask', 'wearing', 'and', 'density', 'limits', 'in', 'all', 'venues', 'should', 'be', 'sticking', 'around', 'until', 'at', 'least', 'the', 'end', 'of', 'January', '.', 'With', 'lots', 'of', 'gatherings', 'taking', 'place', 'over', 'the', 'coming', 'weeks', ',', 'we', 'all', 'need', 'to', 'be', 'extra', 'careful', ',', 'especially', 'with', 'the', 'Omicron', 'variant', '.', '#', 'covid19nsw', '#', 'covidnsw']"
143,"['É', 'tão', 'divertida', 'essa', 'palavra', 'ômicron', 'que', 'nem', 'chamo', 'de', 'peste', '.', 'Chamo', 'de', 'ômicron', 'mesmo', '.']"
144,"['Dec', '10', '(', 'Reuters', ')', '-', 'Most', 'of', 'the', 'COVID-19', 'cases', 'caused', 'by', 'the', 'Omicron', 'variant', 'identified', 'in', 'the', 'United', 'States', 'so', 'far', 'were', 'in', 'people', 'who', 'were', 'fully', 'vaccinated', ',', 'and', 'a', 'third', 'of', 'them', 'had', 'received', 'a', 'booster', 'dose', ',', 'according', 'to', 'a', 'U.S.', 'report', 'published', 'on', 'Friday', '.', '#', 'Omi-likes-Vaxy']"
145,"['The', 'big', 'concern', 'is', '25', 'weeks', 'after', 'AstraZeneca', ';', 'Vaccine', 'Effectiveness', 'only', '5.9', '%', 'after', '25', 'weeks', 'for', '#', 'Omicron', 'and', '41', '%', 'for', 'delta', 'whereas', 'after', 'AZ', 'Booster', 'it', 'has', 'gone', 'up', 'to', '71', '%', 'to', '#', 'Omicron', 'but', '91', '%', 'in', 'Delta', '2', 'wks', 'after', 'AZ', 'Booster', '.', 'Definite', 'Vaccine', 'escape', '&', 'amp', ';', 'need', 'for', '3', '💉', 'in', '#', 'Omicron']"
146,"['@', 'joyavayu', '@', 'summerbrennan', 'Omicron', 'is', 'the', 'variant', 'that', 'will', 'get', 'us', 'to', 'herd', 'immunity', '.', 'Self', 'care', 'is', 'the', 'most', 'important', 'part', 'of', 'healthcare', '.', 'Take', 'personal', 'responsibility', 'for', 'your', 'health', ',', 'eat', 'well', ',', 'take', 'supplements', ',', 'and', 'stay', 'home', 'if', 'you', 'are', 'sick', '.']"
147,"['@', 'HbdNrx', 'I', 'was', 'Pfizered', 'and', 'I', '’', 'll', 'take', 'Omicron', 'over', 'a', 'booster']"
148,"['Jackson', 'Lewis', 'Principal', 'Tracey', 'Wallace', 'comments', 'on', 'the', 'implications', 'of', 'the', '#', 'Omicron', 'variant', 'and', 'best', 'practices', 'for', 'employers', 'to', 'avoid', '#', 'pandemic', 'fatigue', 'among', 'their', 'workers', '.', 'Learn', 'more', 'at', 'the', 'link', 'below', '.', '#', 'EmploymentLaw', '#', 'WorkplaceLaw', 'https', ':', '//t.co/Pd3SoG8L8o']"
149,"['i', 'looked', 'up', 'the', 'symptoms', 'of', 'the', 'Omicron', 'and', 'I', 'have', 'everything', 'except', 'the', 'night', 'sweats', '😭😭😭😭', 'not', 'today', 'God', '.', 'please', 'not', 'today', '.']"
150,"['@', 'thedrpaul', '@', 'VeraEtches', 'PLEASE', 'open', 'up', 'boosters', 'to', 'all', '18+', 'who', 'are', '168+', 'days', 'post-2nd', 'dose', '.', 'Omicron', 'is', 'here', ',', 'community', 'spread', 'in', '#', 'Ottawa', '.', 'We', 'need', '#', '3DosesNow', '-', 'appointments', 'are', 'sitting', 'unfilled', '@', 'clinics', '&', 'amp', ';', 'pharmacies', '.', 'We', 'can', 'fill', 'them', '!']"
151,"['@', 'johnnyb_mcl', '@', 'Karenlovecheese', 'I', 'saw', 'a', 'very', 'chilling', 'film', ',', '“', 'The', 'Andromeda', 'Strain', '”', ',', 'with', 'it', 'doubling', 'and', 'mutating', 'exponentially', '.', 'With', 'Delta', 'still', 'killing', 'thousands', ',', 'why', 'did', 'this', 'Omicron', 'strain', 'develop', 'in', 'South', 'Africa', '?', 'Why', 'did', 'it', 'need', 'to', '?']"
